date,VIVO,OPPO,3,6,7,Downloads
2021/5/23,778595,663474,39894,1837849,108814,3428626
2021/5/24,4314915,413123,18826,5111019,107456,9965339
2021/5/25,1293243,226412,16587,1649473,150022,3335737
2021/5/26,4488792,316038,16853,4979852,109503,9911038
2021/5/27,2216177,445637,18909,2945391,110149,5736263
2021/5/28,2131286,264272,28970,2589884,110533,5124945
2021/5/29,2501430,1077220,48469,3883611,108492,7619222
2021/5/30,1989719,580512,40365,2970200,101752,5682548
2021/5/31,4707842,625247,21546,5636112,108867,11099614
2021/6/1,360991,287627,24572,843140,119934,1636264
2021/6/2,928117,421618,20371,3686079,110183,5166368
2021/6/3,1850961,303915,19063,2377022,109787,4660748
2021/6/4,823547,216231,29617,1273157,109702,2452254
2021/6/5,3040658,1167220,51719,4539039,109906,8908542
2021/6/6,2089424,510958,43414,3028267,109779,5781842
2021/6/7,4468337,588729,23211,7509111,110294,12699682
2021/6/8,2920203,227752,24442,3374679,109887,6656963
2021/6/9,1369980,439159,27357,2075251,101104,4012851
2021/6/10,1731474,492830,26527,2516675,109780,4877286
2021/6/11,2511123,326082,31156,3130361,107233,6105955
2021/6/12,1831088,1279388,51795,3483227,91321,6736819
2021/6/13,1820575,669613,50571,2969689,60482,5570930
2021/6/14,5749695,1077754,43844,7284023,91169,14246485
2021/6/15,4871334,291606,23968,105548166,98736,110833810
2021/6/16,7122300,348284,42881,7570750,107267,15191482
2021/6/17,2581324,555165,32750,3373184,107355,6649778
2021/6/18,362395,521326,37897,3417075,107466,4446159
2021/6/19,1946819,853101,56213,3141135,88023,6085291
2021/6/20,3192141,707488,57558,4329492,77676,8364355
2021/6/21,3239291,417687,38193,4019061,76243,7790475
2021/6/22,4426500,405252,32330,5095465,76274,10035821
2021/6/23,3268268,987038,203703,4526903,106961,9092873
2021/6/24,3900676,1370129,221991,8959426,107228,14559450
2021/6/25,4329314,8882512,128753,18571696,106795,32019070
2021/6/26,4452116,5007764,116625,12738683,100298,22415486
2021/6/27,5415022,2432601,105767,8587809,91618,16632817
2021/6/28,3394123,1262894,76842,5224654,95877,10054390
2021/6/29,2584872,956863,72972,4120781,93682,7829170
2021/6/30,557954,969551,64542,4153686,97537,5843270
2021/7/1,1264652,948687,62467,2727209,92451,5095466
2021/7/2,2487676,960899,77359,3952144,106631,7584709
2021/7/3,2978048,1067748,17228,4401196,108923,8573143
2021/7/4,5029048,1087231,8196,6265225,108220,12497920
2021/7/5,5084094,691070,112609,6784518,107137,12779428
2021/7/6,3324840,793868,156563,4372361,107247,8754879
2021/7/7,2060864,840941,47716,5851500,108192,8909213
2021/7/8,1347218,816597,45817,2310849,98732,4619213
2021/7/9,2060607,853062,35695,3538664,108526,6596554
2021/7/10,4095275,849591,51558,5360047,86712,10443183
2021/7/11,2186967,726692,82038,3106313,89349,6191359
2021/7/12,3584641,939095,56594,4962371,99168,9641869
2021/7/13,7162743,398117,52644,8256344,106606,15976454
2021/7/14,3261043,1123195,51351,6899065,98981,11433635
2021/7/15,3227119,741360,37519,4343945,106682,8456625
2021/7/16,2577553,724075,47711,3663874,108804,7122017
2021/7/17,677663,791521,63884,1868505,108667,3510240
2021/7/18,1394464,757732,59961,2488901,90694,4791752
2021/7/19,4097763,695542,57343,5265484,113041,10229173
2021/7/20,5567193,711889,46843,6723042,107325,13156292
2021/7/21,4604364,691802,34847,5660882,119663,11111558
2021/7/22,4634161,668368,52932,5556844,113207,11025512
2021/7/23,1923008,706484,44576,5156297,108397,7938762
2021/7/24,2575188,746402,47449,3660166,108551,7137756
2021/7/25,2036958,769374,41718,5275707,91185,8214942
2021/7/26,691238,670829,52718,1647375,74668,3136828
2021/7/27,2667624,767275,47590,3801527,52419,7336435
2021/7/28,1391502,767690,48922,2445066,55232,4708412
2021/7/29,736699,752305,41153,1846653,60123,3436933
2021/7/30,2835930,759329,32068,3936781,107448,7671556
2021/7/31,3548121,753279,48571,6782975,83849,11216795
2021/8/1,4259777,810286,47036,5467668,75908,10660675
2021/8/2,4985776,784976,44760,6181565,90829,12087906
2021/8/3,3529167,760679,39307,4570174,61936,8961263
2021/8/4,3581723,763672,33636,4714356,60307,9153694
2021/8/5,2144805,701249,34641,3196463,88623,6165781
2021/8/6,2861648,793678,35192,4009130,104723,7804371
2021/8/7,4312134,382147,35125,5068493,105445,9903344
2021/8/8,3631413,1326925,49109,5354725,109933,10472105
2021/8/9,4424044,559325,41202,5369901,109795,10504267
2021/8/10,2209591,991815,34273,3565609,106866,6908154
2021/8/11,3667275,597616,39205,4615063,109791,9028950
2021/8/12,6575625,961153,38408,7906301,106588,15588075
2021/8/13,3638015,731114,36378,4729121,84260,9218888
2021/8/14,4381590,586818,46101,5351066,107274,10472849
2021/8/15,5157605,1068112,45268,6645658,49851,12966494
2021/8/16,5891911,721522,43284,7005292,45972,13707981
2021/8/17,6619735,667031,30890,7662096,106906,15086658
2021/8/18,4362123,790222,32010,5522803,108570,10815728
2021/8/19,3510375,865712,42639,4738073,100238,9257037
2021/8/20,2098652,696879,33298,3148877,95830,6073536
2021/8/21,3475848,825988,26329,4648121,98963,9075249
2021/8/22,2099043,733670,37530,3211172,108528,6189943
2021/8/23,5628564,747888,51572,6760187,96804,13285015
2021/8/24,674772,799873,34365,1824167,107010,3440187
2021/8/25,1460858,5482190,103753,9345522,120172,16512495
2021/8/26,2851185,14267428,456121,121446733,108557,139130024
2021/8/27,3509963,5976654,431303,12214657,108180,22240757
2021/8/28,2761724,3955750,421098,9238681,86384,16463637
2021/8/29,3485194,2877332,436935,9013402,108156,15921019
2021/8/30,4833658,2159159,353051,9856986,108956,17311810
2021/8/31,3905577,1679897,137134,7815437,108399,13646444
2021/9/1,2833302,1624826,383632,7339467,108331,12289558
2021/9/2,2091056,1211572,329832,4227776,108425,7968661
2021/9/3,2896732,1116751,245087,4763473,108913,9130956
2021/9/4,3372141,1293067,326712,5527913,90684,10610517
2021/9/5,2416627,1201020,249346,4514954,78653,8460600
2021/9/6,2994994,787417,201617,6705735,76354,10766117
2021/9/7,3027379,610720,206719,4438307,44778,8327903
2021/9/8,2601976,640395,119426,3888136,50354,7300287
2021/9/9,1657612,619898,67920,2711772,106837,5164039
2021/9/10,827972,834559,111858,2135415,89566,3999370
2021/9/11,1618738,1123024,114478,3355930,63226,6275396
2021/9/12,2664446,1024689,167128,4433006,53415,8342684
2021/9/13,3113079,620711,96252,4465729,62140,8357911
2021/9/14,1596810,481074,77574,2953711,69120,5178289
2021/9/15,1427943,474660,50797,2464593,90769,4508762
2021/9/16,1718212,468677,47662,2555876,161864,4952291
2021/9/17,1647279,482709,43738,2465521,217180,4856427
2021/9/18,1203289,802524,56924,2387064,107255,4557056
2021/9/19,2104170,1215570,83995,3829760,86431,7319926
2021/9/20,2804766,1190521,100472,4668365,107270,8871394
2021/9/21,4251279,1036022,164875,8302899,110023,13865098
2021/9/22,6580649,529291,82509,8089441,109743,15391633
2021/9/23,4283316,513619,138607,7552916,107041,12595499
2021/9/24,4988270,1079866,245073,10434427,108178,16855814
2021/9/25,2177207,10195538,138180,14257922,107192,26876039
2021/9/26,2520462,2881179,140352,6544227,106706,12192926
2021/9/27,243844,1675572,43882,2921812,106850,4991960
2021/9/28,1689896,1328894,53561,3694248,108678,6875277
2021/9/29,5619,907435,44514,1200996,107431,2265995
2021/9/30,933609,1194210,48623,2429718,108352,4714512
2021/10/1,1750010,1882969,88777,4292663,107104,8121523
2021/10/2,3470688,1762522,82436,5947038,95683,11358367
2021/10/3,6190079,1191057,76889,7929426,75939,15463390
2021/10/4,5198705,935971,83163,6671638,82379,12971856
2021/10/5,5507769,801318,92969,6493791,80822,12976669
2021/10/6,5599697,749353,67027,9038824,89955,15544856
2021/10/7,4480385,582687,86113,5548550,76873,10774608
2021/10/8,4312798,424119,38815,7367935,74907,12218574
2021/10/9,3232387,460694,36040,4214444,74807,8018372
2021/10/10,1457442,575204,50142,2334173,91630,4508591
2021/10/11,2171692,271703,33911,2765738,90516,5333560
2021/10/12,2613651,294540,33767,5245266,108527,8295751
2021/10/13,1557906,281199,28770,2044132,110179,4022186
2021/10/14,2062769,260269,27514,2498640,109406,4958598
2021/10/15,585640,266292,34589,1019057,108223,2013801
2021/10/16,1234083,733783,45054,2241464,108928,4363312
2021/10/17,2795404,835226,67364,4025278,108254,7831526
2021/10/18,2668700,224713,29652,3160107,106706,6189878
2021/10/19,3466762,189520,27105,3823334,108986,7615707
2021/10/20,1415093,279780,19396,1844857,108730,3667856
2021/10/21,529509,239610,16664,914174,108248,1808205
2021/10/22,367326,223366,27546,753717,108592,1480547
2021/10/23,1367140,691204,19924,2301644,108882,4488794
2021/10/24,2536985,660917,46243,3527887,106785,6878817
2021/10/25,1636216,244695,28943,2118632,110169,4138655
2021/10/26,4207990,309243,16611,4656784,110245,9300873
2021/10/27,1851995,207088,19284,2200403,109924,4388694
2021/10/28,855656,240704,17790,1232395,109845,2456390
2021/10/29,231362,150388,19753,532217,110597,1044317
2021/10/30,993975,848130,33700,2099127,109779,4084711
2021/10/31,1097294,500694,34959,1965904,110130,3708981
2021/11/1,4129572,382606,21299,4757057,108831,9399365
2021/11/2,3164491,292783,19020,103624870,108114,107209278
2021/11/3,1970688,304505,12806,2443898,106833,4838730
2021/11/4,2676279,251881,16102,3090541,108722,6143525
2021/11/5,822567,410851,20125,1398704,108626,2760873
2021/11/6,1644514,695368,20510,2577644,108606,5046642
2021/11/7,2106270,533659,41273,2970813,108664,5760679
2021/11/8,2546004,197846,21082,2939656,110570,5815158
2021/11/9,3855886,286033,17491,4263863,110235,8533508
2021/11/10,1285995,170836,16505,1617415,110126,3200877
2021/11/11,608147,286439,18313,1009970,110139,2033008
2021/11/12,222271,246556,18139,627997,109805,1224768
2021/11/13,1046316,578782,34603,1879143,110098,3648942
2021/11/14,2090648,573520,46451,2929911,109754,5750284
2021/11/15,2991750,297889,22840,3537290,110300,6960069
2021/11/16,3187647,204114,16760,3519586,109631,7037738
2021/11/17,206834,188581,15838,516254,109650,1037157
2021/11/18,822306,320687,10548,1282692,110182,2546415
2021/11/19,1259055,401036,16222,1811914,110161,3598388
2021/11/20,1850496,652406,25175,2732718,110058,5370853
2021/11/21,2281971,495280,27686,3082364,109649,5996950
2021/11/22,3272763,219029,17771,3717866,110388,7337817
2021/11/23,1911089,192208,11613,2245927,110114,4470951
2021/11/24,943268,180531,11257,1251906,110292,2497254
2021/11/25,1099062,215819,12183,3555036,109386,4991486
2021/11/26,958912,705360,15471,1805071,109701,3594515
2021/11/27,1390824,331340,27622,1799295,109883,3658964
2021/11/28,2813986,466354,30906,3586311,109373,7006930
2021/11/29,3541366,222890,19838,4142683,110126,8036903
2021/11/30,2497062,205317,14733,2844022,110294,5671428
2021/12/1,2276124,157117,11794,2580405,109942,5135382
2021/12/2,1417895,221265,16908,1780221,110473,3546762
2021/12/3,2021461,251488,17865,2420019,109646,4820479
2021/12/4,1614999,835103,26666,2694723,110254,5281745
2021/12/5,2966387,392358,29756,3668601,110094,7167196
2021/12/6,3811146,549443,15375,4578480,109714,9064158
2021/12/7,2143929,0,15459,2284591,110347,4554326
2021/12/8,3838858,264170,11311,4236014,110289,8460642
2021/12/9,1384346,170908,12294,1691801,109767,3369116
2021/12/10,948584,405781,15156,1498567,109531,2977619
2021/12/11,195924,381626,32916,813134,110401,1534001
2021/12/12,1456316,497116,27072,2257544,110524,4348572
2021/12/13,3304427,331579,13648,3855315,110009,7614978
2021/12/14,1422952,249595,13032,1819503,109360,3614442
2021/12/15,563114,147072,13029,854017,110412,1687644
2021/12/16,740477,219824,9651,1108319,110306,2188577
2021/12/17,1117184,210142,18844,1486225,108095,2940490
2021/12/18,1120831,727427,22896,2085579,106884,4063617
2021/12/19,1694712,380826,26975,2390579,93070,4586162
2021/12/20,2672839,277334,17265,3176514,109827,6253779
2021/12/21,1524703,153042,12227,1828274,110181,3628427
2021/12/22,2420529,287601,13035,2857681,110105,5688951
2021/12/23,2260498,204286,12986,2612396,110126,5200292
2021/12/24,1098169,372689,10760,1621765,110720,3214103
2021/12/25,1293387,592611,25827,1958477,109851,3980153
2021/12/26,2263404,637630,22249,3210371,110319,6243973
2021/12/27,1559725,53489,27966,2072256,109969,3823405
2021/12/28,206610,113350,13997,490485,110354,934796
2021/12/29,3122922,325813,12078,3606690,107526,7175029
2021/12/30,1005286,240980,11392,1411426,99674,2768758
2021/12/31,1497011,566420,17838,2244364,108813,4434446
2022/1/1,1494745,863561,36206,2723608,86369,5204489
2022/1/2,3690150,867638,21075,5006060,73288,9658211
2022/1/3,3909591,0,12664,3992970,91792,8007017
2022/1/4,5108336,112588,7417,5692959,106788,11028088
2022/1/5,2832348,50079,7427,3052293,107461,6049608
2022/1/6,1485331,557827,47166,2251038,99371,4440733
2022/1/7,2565123,2261532,62840,8911114,107457,13908066
2022/1/8,3552192,9543318,49755,13454414,106696,26706375
2022/1/9,4128551,3040609,21350,8155370,91554,15437434
2022/1/10,4764150,1435326,27528,8423150,75952,14726106
2022/1/11,3668933,1072848,42909,5324837,92845,10202372
2022/1/12,13644,861420,26539,1355045,108680,2365328
2022/1/13,1402715,815415,22499,2646373,109941,4996943
2022/1/14,1498320,843333,24600,2721550,108867,5196670
2022/1/15,2732847,1010271,44201,4202916,108974,8099209
2022/1/16,2614311,1027898,36949,4160552,109010,7948720
2022/1/17,1833298,643583,31854,2924935,108056,5541726
2022/1/18,3028397,757685,32088,4172764,108334,8099268
2022/1/19,4764446,714210,28287,5877933,110042,11494918
2022/1/20,2926849,767169,30001,4064557,110262,7898838
2022/1/21,3680341,895688,27960,4945556,108633,9658178
2022/1/22,2694255,847524,36894,3971745,108766,7659184
2022/1/23,2910195,818197,34945,4171940,108494,8043771
2022/1/24,4916627,744133,31908,106074404,108345,111875417
2022/1/25,3536607,803480,31681,4730253,90521,9192542
2022/1/26,1484665,852863,35059,2763974,109737,5246298
2022/1/27,1442485,1601854,29327,3465853,110425,6649944
2022/1/28,1444575,864555,37171,2646241,108788,5101330
2022/1/29,3727065,874681,27020,5050943,110701,9790410
2022/1/30,3879873,879301,42925,5222215,107012,10131326
2022/1/31,4581075,1069414,37859,8252607,98834,14039789
2022/2/1,5902534,1022087,38104,7413861,107251,14483837
2022/2/2,6195003,961471,18403,7545488,90841,14811206
2022/2/3,7274358,849128,43031,8514715,91247,16772479
2022/2/4,6842928,783131,27903,7968851,101567,15724380
2022/2/5,7294813,766727,25484,8390025,99393,16576442
2022/2/6,6160021,719149,21444,7186567,77258,14164439
2022/2/7,5341555,664599,30148,6310004,109854,12456160
2022/2/8,4618909,624361,24360,5515624,109641,10892895
2022/2/9,4333363,573569,21138,5215266,110438,10253774
2022/2/10,5591596,564372,20406,6457246,109605,12743225
2022/2/11,4038200,587773,24952,4931994,107244,9690163
2022/2/12,5708970,624781,25797,6594156,108941,13062645
2022/2/13,3418269,571169,21808,4255651,103881,8370778
2022/2/14,5125799,522853,26116,6075553,108266,11858587
2022/2/15,3879653,566626,22247,4725760,110110,9304396
2022/2/16,3635882,560387,17372,4467437,110528,8791606
2022/2/17,3879838,794527,12927,4856989,109666,9653947
2022/2/18,2275020,313066,10132,2758095,110315,5466628
2022/2/19,3369030,772930,26004,4365567,113770,8647301
2022/2/20,2788391,491094,18434,3542060,113172,6953151
2022/2/21,3429762,331001,13968,3977358,77252,7829341
2022/2/22,4612784,316293,65715,5135649,109748,10240189
2022/2/23,2900188,2054269,162658,10275802,112535,15505452
2022/2/24,1861665,13117417,88435,17903468,113356,33084341
2022/2/25,1783712,3104360,82005,7090464,113520,12174061
2022/2/26,2401497,2442687,90061,6658854,113815,11706914
2022/2/27,1404514,2597015,77600,5347133,106815,9533077
2022/2/28,1851886,1361595,55474,4905234,106935,8281124
2022/3/1,932305,806321,45158,4785215,108138,6677137
2022/3/2,1145646,593319,37089,2380493,113454,4270001
2022/3/3,1613834,499278,23308,2480183,74553,4691156
2022/3/4,1152912,685451,34691,2215924,113469,4202447
2022/3/5,1368548,1279114,70120,3186844,113073,6017699
2022/3/6,2717540,1282908,49112,4678501,113652,8841713
2022/3/7,3404132,778884,34286,4766680,109029,9093011
2022/3/8,3705230,632842,30151,4767665,75917,9211805
2022/3/9,2333482,502790,23278,5285683,91770,8237003
2022/3/10,1596147,459684,23405,2320234,92033,4491503
2022/3/11,266134,620116,28652,1177149,78449,2170500
2022/3/12,1362851,944974,44566,2728415,82920,5163726
2022/3/13,1614830,778619,42878,2908125,87276,5431728
2022/3/14,4655516,587725,36052,5652730,80625,11012648
2022/3/15,2789478,480468,23800,3558387,106959,6959092
2022/3/16,2565313,436638,23103,3274973,108280,6408307
2022/3/17,1777537,457054,25363,2527125,108386,4895465
2022/3/18,2951545,592275,20663,3865302,108665,7538450
2022/3/19,2248723,803685,37208,3464360,107307,6661283
2022/3/20,1688629,670186,29784,2823398,92313,5304310
2022/3/21,4280410,444119,20553,7225012,108245,12078339
2022/3/22,3644059,414316,15408,4338009,109650,8521442
2022/3/23,3567642,386640,12879,4215300,107403,8289864
2022/3/24,1335814,383698,20066,1916857,109021,3765456
2022/3/25,294504,524871,14006,1161458,108508,2103347
2022/3/26,1322040,796145,38401,2492066,108056,4756708
2022/3/27,1196446,614611,25058,2253699,108785,4198599
2022/3/28,3985754,612691,25475,4985040,108655,9717615
2022/3/29,3576064,182409,12567,4048576,108265,7927881
2022/3/30,1937434,355501,14140,2559466,108553,4975094
2022/3/31,1105296,393685,19188,1771821,108173,3398163
2022/4/1,1286264,462888,11706,2012935,108224,3882017
2022/4/2,792211,627773,25124,1714061,108733,3267902
2022/4/3,734882,810933,22162,1944087,107332,3619396
2022/4/4,3313244,790567,36397,4573291,108483,8821982
2022/4/5,2831039,641090,21512,3905244,107317,7506202
2022/4/6,4969313,462625,23353,5833827,99418,11388536
2022/4/7,2513348,414498,12347,3228390,91896,6260479
2022/4/8,311042,490141,20314,1046274,136060,2003831
2022/4/9,540436,689604,18046,1519010,110396,2877492
2022/4/10,1477274,586329,28671,2426280,122853,4641407
2022/4/11,3388890,398849,11731,4092868,40703,7933041
2022/4/12,1908319,394400,2448,2543892,49748,4898807
2022/4/13,1462739,352812,10169,2058010,74531,3958261
2022/4/14,899961,845828,66826,2035637,74574,3922826
2022/4/15,2029893,1869314,67734,8026152,102100,12095193
2022/4/16,3238633,7454131,73260,112562469,43561,123372054
2022/4/17,3588597,1716979,31149,6654867,80393,12071985
2022/4/18,3533617,1011685,31666,5521932,107349,10206249
2022/4/19,2813058,945558,15600,4409270,107063,8290549
2022/4/20,1776172,799819,20790,2947482,107284,5651547
2022/4/21,1264404,584087,12286,2103343,96556,4060676
2022/4/22,280082,629175,12072,1145855,98886,2166070
2022/4/23,1480255,723335,28812,2600305,98763,4931470
2022/4/24,1667136,660598,15319,2685738,96633,5125424
2022/4/25,2393753,527794,19247,3162448,107333,6210575
2022/4/26,2165720,498327,10269,2908566,91319,5674201
2022/4/27,1809916,381907,10798,2376082,90703,4669406
2022/4/28,2707007,393798,17044,3359483,90903,6568235
2022/4/29,1111466,465074,10762,1816638,90858,3494798
2022/4/30,1560195,1627488,37743,3526955,90554,6842935
2022/5/1,3512347,881551,19332,4795350,93073,9301653
2022/5/2,3074319,803975,16838,4450987,76438,8422557
2022/5/3,6641344,518141,23952,7499138,106878,14789453
2022/5/4,6636779,689949,12783,7622441,108746,15070698
2022/5/5,1881697,518746,14888,2622017,108686,5146034
2022/5/6,947966,476714,7672,1674836,108659,3215847
2022/5/7,591918,238399,9063,1069919,107534,2016833
2022/5/8,2346066,760287,20444,3323007,108156,6557960
2022/5/9,2105773,327316,7896,2695243,106603,5242831
2022/5/10,2345755,238739,12975,2844767,108531,5550767
2022/5/11,508526,370816,7298,1038539,60048,1985227
2022/5/12,1532004,184628,7655,1761376,106617,3592280
2022/5/13,775544,418918,15293,1540444,107022,2857221
2022/5/14,1581826,691152,13591,2554640,91950,4933159
2022/5/15,2814888,586364,14212,5676409,90597,9182470
2022/5/16,2790645,448639,14370,3488710,107433,6849797
2022/5/17,1612325,298391,6966,2073462,91945,4083089
2022/5/18,3502899,262011,11094,3921144,93481,7790629
2022/5/19,1685360,265564,5897,2103596,90929,4151346
2022/5/20,1711716,367777,6956,2215905,81606,4383960
2022/5/21,1054088,486618,19580,1769940,74822,3405048
2022/5/22,2401926,625586,12079,3314804,76804,6431199
2022/5/23,1918085,324202,12605,2540772,90761,4886425
2022/5/24,227000,306466,5892,734081,107218,1380657
2022/5/25,559939,167770,6428,734137,108450,1576724
2022/5/26,210082,288820,9546,778166,108148,1394762
2022/5/27,12459,399301,6093,566894,112651,1097398
2022/5/28,136729,410269,11576,622550,113810,1294934
2022/5/29,181545,694941,20346,907133,112664,1916629
2022/5/30,417926,261229,7013,1030870,113575,1830613
2022/5/31,210082,213250,10276,771737,109769,1315114
2022/6/1,540815,296489,6303,1112102,109794,2065503
2022/6/2,271133,282198,6448,734046,110294,1404119
2022/6/3,180555,735594,21370,1161583,109558,2208660
2022/6/4,296063,800394,11759,1473225,92192,2673633
2022/6/5,592695,494574,17749,1348700,107072,2560790
2022/6/6,482602,306199,6555,795356,108133,1698845
2022/6/7,298466,350870,6713,1021216,108819,1786084
2022/6/8,184136,351979,10878,895960,108648,1551601
2022/6/9,317775,244699,7349,814208,109935,1493966
2022/6/10,345028,444762,16129,1014612,109753,1930284
2022/6/11,106251,684968,11530,1039041,92153,1933943
2022/6/12,129408,414755,11467,923239,106947,1585816
2022/6/13,472886,314343,13366,1031058,107060,1938713
2022/6/14,283423,265077,6334,811844,108595,1475273
2022/6/15,270589,261980,11881,703269,108021,1355740
2022/6/16,14612,427569,6531,618465,81018,1148195
2022/6/17,34197,345207,7270,554017,80961,1021652
2022/6/18,135123,760246,19951,1268934,69995,2254249
2022/6/19,285201,425887,10808,726133,67644,1515673
2022/6/20,263954,409715,8582,1181667,69596,1933514
2022/6/21,372699,484651,11780,1059801,70656,1999587
2022/6/22,337569,293585,6599,863057,80323,1581133
2022/6/23,24580,684512,43848,925835,82156,1760931
2022/6/24,198009,2045334,58700,6518087,86136,8906266
2022/6/25,567787,2039099,40998,4739872,75093,7462849
2022/6/26,0,1390650,42881,1631350,75707,3140588
2022/6/27,676466,1006239,20300,2913359,74654,4691018
2022/6/28,569993,1094201,24304,3298717,75908,5063123
2022/6/29,425115,1017781,14713,1796700,82649,3336958
2022/6/30,456147,793213,13824,1514684,97031,2874899
2022/7/1,509711,1014457,22186,1902163,101893,3550410
2022/7/2,593877,892977,15693,1842497,82081,3427125
2022/7/3,665857,743409,24515,1498794,71805,3004380
2022/7/4,587500,726799,12231,1907807,72719,3307056
2022/7/5,481581,574763,11352,1412954,76868,2557518
2022/7/6,503387,607497,18977,1350972,83653,2564486
2022/7/7,521549,641338,11176,1396325,92217,2662605
2022/7/8,536982,668573,12138,1592673,90092,2900458
2022/7/9,578991,869042,21785,1731193,95297,3296308
2022/7/10,602998,416422,13484,1300881,126503,2460288
2022/7/11,586936,905493,20144,1826367,92224,3431164
2022/7/12,529200,598937,11053,1470247,69594,2679031
2022/7/13,528335,394317,11042,1197396,75062,2206152
2022/7/14,524613,662032,18298,1462433,80705,2748081
2022/7/15,534520,570401,11183,1376580,81042,2573726
2022/7/16,556276,544129,19584,1396461,68834,2585284
2022/7/17,573372,1030186,11746,1621102,61463,3297869
2022/7/18,560110,547222,11556,1406902,60642,2586432
2022/7/19,509304,685559,18223,1714536,64812,2992434
2022/7/20,507939,498627,10392,1269878,70960,2357796
2022/7/21,498088,632170,10136,1386720,76516,2603630
2022/7/22,504695,582594,17052,1353354,74816,2532511
2022/7/23,539213,606792,11420,1377173,68611,2603209
2022/7/24,550862,758106,19235,1378132,65576,2771911
2022/7/25,539981,607200,10225,1471921,55741,2685068
2022/7/26,489773,608117,9895,1356825,52719,2517329
2022/7/27,494323,596712,16219,1343767,58739,2509760
2022/7/28,496886,605702,9199,1360756,65952,2538495
2022/7/29,503531,615439,17175,1376000,70468,2582613
2022/7/30,533078,615406,10222,1442493,74134,2675333
2022/7/31,549885,596753,10830,1212336,60050,2429854
2022/8/1,546817,479835,17873,1549326,50673,2644524
2022/8/2,513729,518869,9733,1295524,48812,2386667
2022/8/3,503663,669789,9149,1418028,53434,2654063
2022/8/4,503760,571120,15973,1339670,57523,2488046
2022/8/5,504845,433322,9528,1198282,60642,2206619
2022/8/6,531931,683944,16956,1498017,50779,2781627
2022/8/7,548345,592689,10025,1427921,46570,2625550
2022/8/8,532371,525733,9781,1340359,45944,2454188
2022/8/9,505051,618571,16259,1388457,48544,2576882
2022/8/10,511955,693900,9635,1473337,55351,2744178
2022/8/11,516416,575040,16579,1359907,58315,2526257
2022/8/12,526458,592266,9348,1377995,61554,2567621
2022/8/13,544149,641871,10575,1465667,51815,2714077
2022/8/14,574257,612338,17876,1502266,49158,2755895
2022/8/15,542337,578548,9782,1422711,49502,2602880
2022/8/16,506172,560935,14755,1081862,52491,2216215
2022/8/17,491539,590046,8713,101332727,52517,102475542
2022/8/18,490703,504627,8503,1469535,58702,2532070
2022/8/19,483357,655580,14793,1355473,60403,2569606
2022/8/20,496404,574194,8813,1133420,52005,2264836
2022/8/21,514769,261753,8936,1267052,48086,2100596
2022/8/22,504034,744795,15221,1529949,46481,2840480
2022/8/23,479982,650039,8383,1336661,45665,2520730
2022/8/24,467963,627641,14041,1302451,49345,2461441
2022/8/25,448456,504844,7975,1271732,56309,2289316
2022/8/26,468411,569440,14478,1290877,55207,2398413
2022/8/27,486940,610580,8943,1355474,49319,2511256
2022/8/28,507709,671990,15649,2469416,56054,3720818
2022/8/29,496824,334026,7508,1096691,60239,1995288
2022/8/30,432092,586111,12872,1263741,66792,2361608
2022/8/31,410699,365611,6284,1000115,78076,1860785
2022/9/1,368400,305552,9663,884142,87235,1654992
2022/9/2,306516,485918,5329,984146,81530,1863439
2022/9/3,372241,518247,7794,1108167,59647,2066096
2022/9/4,491679,585055,13952,1356474,48224,2495384
2022/9/5,406436,194150,5427,836634,48712,1491359
2022/9/6,261506,292527,7960,724446,47723,1334162
2022/9/7,247032,261954,4956,668393,48253,1230588
2022/9/8,250703,273997,7879,691341,53044,1276964
2022/9/9,271694,474994,5567,920688,56413,1729356
2022/9/10,533732,706949,19393,1546795,55894,2862763
2022/9/11,797228,553738,10622,1754324,51664,3167576
2022/9/12,565086,759174,14095,1617989,53491,3009835
2022/9/13,415884,258559,5028,859936,60171,1599578
2022/9/14,246363,279042,7856,691553,79874,1304688
2022/9/15,241330,261472,4341,663284,118444,1288871
2022/9/16,245133,339724,8173,747579,149275,1489884
2022/9/17,351891,571568,7970,1130022,192047,2253498
2022/9/18,525808,439954,13496,1247770,202689,2429717
2022/9/19,411754,242289,4249,884775,219187,1762254
2022/9/20,219231,236809,7508,490323,53699,1007570
2022/9/21,213955,242313,3953,487104,58773,1006098
2022/9/22,219637,370621,35169,652675,62692,1340794
2022/9/23,405218,1505257,44687,2045809,65687,4066658
2022/9/24,473448,2659383,46059,3249356,59537,6487783
2022/9/25,608745,1935896,21976,2566617,59190,5192424
2022/9/26,424851,1640465,20242,2136701,64427,4286686
2022/9/27,224497,1445109,10014,1710604,69290,3459514
2022/9/28,219419,813778,8407,1070304,83387,2195295
2022/9/29,224821,947713,8610,1211651,83750,2476545
2022/9/30,250941,1140172,1765,1425808,75481,2894167
2022/10/1,575872,1342008,37463,2804804,63276,4823423
2022/10/2,843252,1328081,15254,2280136,56793,4523516
2022/10/3,688101,913359,13400,1686779,56616,3358255
2022/10/4,608872,800989,19955,1492947,58392,2981155
2022/10/5,534288,657873,10912,1258148,62420,2523641
2022/10/6,485337,616231,17129,1170430,69927,2359054
2022/10/7,454939,579400,9591,1093183,75454,2212567
2022/10/8,386873,402179,8026,840480,70340,1707898
